,Store,ds,yhat,y
12,6,2015-07-02,546.4921219707985,594
13,6,2015-07-03,576.5880677255359,535
14,6,2015-07-04,339.4716669384828,315
15,6,2015-07-05,-65.45185210409278,0
16,6,2015-07-06,660.7617515108361,562
17,6,2015-07-07,617.0395514633094,501
18,6,2015-07-08,576.2391939084254,513
19,6,2015-07-09,547.6519686180355,524
20,6,2015-07-10,577.5570871131717,576
21,6,2015-07-11,340.0851435694607,353
22,6,2015-07-12,-65.36172408432873,0
23,6,2015-07-13,660.1636469487628,660
24,6,2015-07-14,615.5972827305158,584
25,6,2015-07-15,573.8116393601082,530
26,6,2015-07-16,544.1183137920933,542
27,6,2015-07-17,572.8217839035418,519
28,6,2015-07-18,334.08216873998794,295
29,6,2015-07-19,-72.66545328824202,0
30,6,2015-07-20,651.5614763193321,548
31,6,2015-07-21,605.7357853420526,494
32,6,2015-07-22,562.7670310604585,408
33,6,2015-07-23,532.0030807326748,442
34,6,2015-07-24,559.7827319518217,454
35,6,2015-07-25,320.29739822795216,306
36,6,2015-07-26,-86.99056926907701,0
37,6,2015-07-27,636.9237518960564,582
38,6,2015-07-28,591.0298946779671,576
39,6,2015-07-29,548.2478739790052,542
40,6,2015-07-30,517.9293586168958,541
41,6,2015-07-31,546.410077231183,589
0,7,2015-06-20,733.3683252555228,619
1,7,2015-06-21,63.710165128107064,0
2,7,2015-06-22,1102.9505262184898,922
3,7,2015-06-23,1117.407035276154,969
4,7,2015-06-24,940.2921578088191,788
5,7,2015-06-25,938.112473712055,819
6,7,2015-06-26,1042.9175027144768,895
7,7,2015-06-27,726.6673568739495,693
8,7,2015-06-28,57.97420385612111,0
9,7,2015-06-29,1098.8091974297345,1194
10,7,2015-06-30,1115.458133461479,1325
11,7,2015-07-01,941.0876731834387,1020
12,7,2015-07-02,942.1459923582004,1102
13,7,2015-07-03,1050.613282002109,1182
14,7,2015-07-04,738.3713262011166,723
15,7,2015-07-05,73.94708285790637,0
16,7,2015-07-06,1119.2218614190522,1210
17,7,2015-07-07,1140.3892909299502,1069
18,7,2015-07-08,970.5238546349913,963
19,7,2015-07-09,975.9837854221322,1056
20,7,2015-07-10,1088.6636866239492,1063
21,7,2015-07-11,780.3660474638001,694
22,7,2015-07-12,119.54652916935731,0
23,7,2015-07-13,1168.0245738872147,1252
24,7,2015-07-14,1191.9424967589614,1206
25,7,2015-07-15,1024.3348141910417,991
26,7,2015-07-16,1031.531589759973,1102
27,7,2015-07-17,1145.4111599729392,1086
28,7,2015-07-18,837.7714172374081,729
29,7,2015-07-19,177.07454424587615,0
30,7,2015-07-20,1225.1567792147648,1112
31,7,2015-07-21,1248.1864080868759,1118
32,7,2015-07-22,1079.231779360041,874
33,7,2015-07-23,1084.6631713343136,1096
34,7,2015-07-24,1196.4039262273145,1062
35,7,2015-07-25,886.3000831488724,705
36,7,2015-07-26,222.86345916844812,0
37,7,2015-07-27,1267.9798119095483,1340
38,7,2015-07-28,1287.8653306749698,1158
39,7,2015-07-29,1115.6332983162868,1166
40,7,2015-07-30,1117.6947942080767,1116
41,7,2015-07-31,1226.0088861900992,1414
0,8,2015-06-20,440.1777500688571,409
1,8,2015-06-21,65.4763389762254,0
2,8,2015-06-22,814.2407270470345,630
3,8,2015-06-23,778.1768361071607,759
4,8,2015-06-24,701.0782456201189,625
5,8,2015-06-25,805.3970652717137,771
6,8,2015-06-26,645.318789309511,639
7,8,2015-06-27,430.6951783675308,397
8,8,2015-06-28,56.71616074396309,0
9,8,2015-06-29,806.3417658610052,945
10,8,2015-06-30,771.2355082460076,968
11,8,2015-07-01,695.1473780891718,895
12,8,2015-07-02,800.48619259733,981
13,8,2015-07-03,641.3959018293766,764
14,8,2015-07-04,427.6898488276903,428
15,8,2015-07-05,54.523932498914746,0
16,8,2015-07-06,804.8296461387457,805
17,8,2015-07-07,770.2483750910192,679
18,8,2015-07-08,694.5150808060363,639
19,8,2015-07-09,800.0311036594802,765
20,8,2015-07-10,640.940664018057,693
21,8,2015-07-11,427.0650552854386,425
22,8,2015-07-12,53.57547958038242,0
23,8,2015-07-13,803.4255094356116,935
24,8,2015-07-14,768.2845774529193,840
25,8,2015-07-15,691.9206470080774,802
26,8,2015-07-16,796.7718288490864,988
27,8,2015-07-17,637.0215611753484,684
28,8,2015-07-18,422.5313894603281,442
29,8,2015-07-19,48.51234241837528,0
30,8,2015-07-20,797.9559348648029,733
31,8,2015-07-21,762.5662471345461,673
32,8,2015-07-22,686.1412805326075,626
33,8,2015-07-23,791.1433973991955,783
34,8,2015-07-24,631.7735029628767,558
35,8,2015-07-25,417.903039523952,398
36,8,2015-07-26,44.74481708169776,0
37,8,2015-07-27,795.2837315946404,841
38,8,2015-07-28,761.2088327605888,695
39,8,2015-07-29,686.2949445812385,698
40,8,2015-07-30,792.9736423118912,882
41,8,2015-07-31,635.4082293506164,833
0,9,2015-06-20,613.784188524185,536
1,9,2015-06-21,75.75695411622178,0
2,9,2015-06-22,712.4212121930966,580
3,9,2015-06-23,652.0822183183974,550
4,9,2015-06-24,614.299154232058,620
5,9,2015-06-25,579.6792264925587,620
6,9,2015-06-26,624.8093450388108,600
7,9,2015-06-27,615.8918471187169,605
8,9,2015-06-28,78.33625795983869,0
9,9,2015-06-29,715.5968698285066,882
10,9,2015-06-30,655.9536673948719,796
11,9,2015-07-01,618.9368240252436,675
12,9,2015-07-02,585.121677787286,668
13,9,2015-07-03,631.0613794745585,669
14,9,2015-07-04,622.9236501899552,538
15,9,2015-07-05,86.08360997134196,0
16,9,2015-07-06,723.9624279694419,656
17,9,2015-07-07,664.8092907351169,588
18,9,2015-07-08,628.1268825005641,508
19,9,2015-07-09,594.4672570131615,550
20,9,2015-07-10,640.3652663923083,528
21,9,2015-07-11,631.975960914307,495
22,9,2015-07-12,94.66790138606177,0
23,9,2015-07-13,731.8621193401466,759
24,9,2015-07-14,671.814211200369,667
25,9,2015-07-15,634.0397551808228,633
26,9,2015-07-16,599.1099307737936,640
27,9,2015-07-17,643.5845120643082,598
28,9,2015-07-18,633.6486597915217,555
29,9,2015-07-19,94.70546994137993,0
30,9,2015-07-20,730.2140346759938,622
31,9,2015-07-21,668.4705264378783,510
32,9,2015-07-22,629.0325218943667,539
33,9,2015-07-23,592.5134760616304,579
34,9,2015-07-24,635.5145499244519,546
35,9,2015-07-25,624.260249361306,468
36,9,2015-07-26,84.18986574317267,0
37,9,2015-07-27,718.7945055907232,777
38,9,2015-07-28,656.3972495354542,678
39,9,2015-07-29,616.5766838584308,625
40,9,2015-07-30,579.9607378613932,651
41,9,2015-07-31,623.1580489642519,687
0,10,2015-06-20,541.5611717286007,512
1,10,2015-06-21,22.764809882180543,0
2,10,2015-06-22,668.9675604326555,533
3,10,2015-06-23,622.4883680105438,586
4,10,2015-06-24,579.7308957733123,550
5,10,2015-06-25,559.8422977245093,537
6,10,2015-06-26,586.380274431552,552
7,10,2015-06-27,526.3922970628838,497
8,10,2015-06-28,7.581192821270577,0
9,10,2015-06-29,654.0714717092056,738
10,10,2015-06-30,608.1650179787857,740
11,10,2015-07-01,566.2427571288335,684
12,10,2015-07-02,547.4241656863685,641
13,10,2015-07-03,575.2351624584991,628
14,10,2015-07-04,516.6882410090284,521
15,10,2015-07-05,-0.5509900115255277,0
16,10,2015-07-06,647.6034942029642,648
17,10,2015-07-07,603.4147930147421,597
18,10,2015-07-08,563.2256811841619,518
19,10,2015-07-09,546.1189953462227,559
20,10,2015-07-10,575.5863231592293,607
21,10,2015-07-11,518.608836212717,523
22,10,2015-07-12,2.8244180298661945,0
23,10,2015-07-13,652.2954286145275,621
24,10,2015-07-14,609.2656946762568,691
25,10,2015-07-15,570.0633073461559,628
26,10,2015-07-16,553.7610713962519,614
27,10,2015-07-17,583.8451278228164,579
28,10,2015-07-18,527.2955993679376,550
29,10,2015-07-19,11.75342224339579,0
30,10,2015-07-20,661.2877201975066,657
31,10,2015-07-21,618.1523272001793,654
32,10,2015-07-22,578.6880593281778,600
33,10,2015-07-23,561.9825997716163,579
34,10,2015-07-24,591.5385390671659,603
35,10,2015-07-25,534.3534401757885,475
36,10,2015-07-26,18.08611068616989,0
37,10,2015-07-27,666.8234558996766,662
38,10,2015-07-28,622.8365344811655,593
39,10,2015-07-29,582.4824302176054,518
40,10,2015-07-30,564.863813812304,556
41,10,2015-07-31,593.4967436281585,681
0,11,2015-06-20,863.4955556573258,761
1,11,2015-06-21,-44.10084330456027,0
2,11,2015-06-22,1147.0421473286726,962
3,11,2015-06-23,1112.3914871023892,938
4,11,2015-06-24,1125.2023987010784,919
5,11,2015-06-25,1011.001665317391,946
6,11,2015-06-26,1023.3988850911196,951
7,11,2015-06-27,837.3464650990268,774
8,11,2015-06-28,-70.29638579777088,0
9,11,2015-06-29,1121.4312654873029,1318
10,11,2015-06-30,1087.9634578191044,1357
11,11,2015-07-01,1102.5081307216253,1311
12,11,2015-07-02,990.5320993545554,1201
13,11,2015-07-03,1005.5743294733211,1134
14,11,2015-07-04,822.50823005706,812
15,11,2015-07-05,-81.8918498462989,0
16,11,2015-07-06,1113.2469320296311,1155
17,11,2015-07-07,1083.2699682374398,1105
18,11,2015-07-08,1101.2986341086387,1081
19,11,2015-07-09,992.7177814462826,990
20,11,2015-07-10,1010.9913365899876,1048
21,11,2015-07-11,830.926650488369,763
22,11,2015-07-12,-70.75727404485372,0
23,11,2015-07-13,1126.7691236114767,1270
24,11,2015-07-14,1098.8209556549007,1226
25,11,2015-07-15,1118.5028139137391,1194
26,11,2015-07-16,1011.1963070145306,1119
27,11,2015-07-17,1030.3752533802021,1024
28,11,2015-07-18,850.869195417265,810
29,11,2015-07-19,-50.569608322971476,0
30,11,2015-07-20,1146.9311325578606,1062
31,11,2015-07-21,1118.736844253432,932
32,11,2015-07-22,1138.0078922725554,997
33,11,2015-07-23,1030.1848317968543,914
34,11,2015-07-24,1048.8012290161569,869
35,11,2015-07-25,868.7447990101613,642
36,11,2015-07-26,-33.17790293913788,0
37,11,2015-07-27,1163.9536868130872,1070
38,11,2015-07-28,1135.5453226108616,938
39,11,2015-07-29,1154.788122804888,1064
40,11,2015-07-30,1047.1425372434735,874
41,11,2015-07-31,1066.1502777270487,1236
0,12,2015-06-20,842.2037242755732,814
1,12,2015-06-21,30.2833144856927,0
2,12,2015-06-22,995.5752155547744,749
3,12,2015-06-23,923.163965081989,796
4,12,2015-06-24,898.3996220878818,763
5,12,2015-06-25,846.2727124764845,780
6,12,2015-06-26,848.2978907821193,786
7,12,2015-06-27,818.8567661751839,799
8,12,2015-06-28,7.805050069444292,0
9,12,2015-06-29,974.3890378057501,1221
10,12,2015-06-30,903.639357206959,1285
11,12,2015-07-01,880.8454770525673,925
12,12,2015-07-02,830.932589926228,906
13,12,2015-07-03,835.3472960542031,845
14,12,2015-07-04,808.4024742867244,659
15,12,2015-07-05,-0.1135640835148024,0
16,12,2015-07-06,968.9813140160966,844
17,12,2015-07-07,900.6585651390495,829
18,12,2015-07-08,880.1550259053015,830
19,12,2015-07-09,832.3510953057571,765
20,12,2015-07-10,838.6574339495398,846
21,12,2015-07-11,813.3605402932036,854
22,12,2015-07-12,6.232283305180658,0
23,12,2015-07-13,976.4483385150767,1159
24,12,2015-07-14,908.9834089593243,943
25,12,2015-07-15,889.0866885184055,1113
26,12,2015-07-16,841.6591631651506,1036
27,12,2015-07-17,848.1391749527262,916
28,12,2015-07-18,822.8466500671035,860
29,12,2015-07-19,15.591118253385844,0
30,12,2015-07-20,985.5885231053045,885
31,12,2015-07-21,917.8547606336743,813
32,12,2015-07-22,897.6794607623201,796
33,12,2015-07-23,850.0016640870132,780
34,12,2015-07-24,856.2938732099146,758
35,12,2015-07-25,830.9049305883467,651
36,12,2015-07-26,23.666895075889556,0
37,12,2015-07-27,993.8109546971922,979
38,12,2015-07-28,926.3603427042289,861
39,12,2015-07-29,906.6037921664516,989
40,12,2015-07-30,859.4711921585623,835
41,12,2015-07-31,866.4179253973722,962
0,13,2015-06-20,355.30056535923717,350
1,13,2015-06-21,-17.513304080832768,0
2,13,2015-06-22,388.3919969928832,220
3,13,2015-06-23,346.67329021979134,286
4,13,2015-06-24,337.8232060533436,239
5,13,2015-06-25,296.536957230713,274
6,13,2015-06-26,356.45519312128977,289
7,13,2015-06-27,349.58308625367846,345
8,13,2015-06-28,-21.51786979558193,0
9,13,2015-06-29,386.3248567339852,441
10,13,2015-06-30,346.71685916971444,404
11,13,2015-07-01,340.0948300057107,369
12,13,2015-07-02,301.0948946473143,388
13,13,2015-07-03,363.29710051233025,441
14,13,2015-07-04,358.646166560036,302
15,13,2015-07-05,-10.355074210787336,0
16,13,2015-07-06,399.4106227887714,271
17,13,2015-07-07,361.4984097617481,262
18,13,2015-07-08,356.30070882375577,298
19,13,2015-07-09,318.4166868603502,331
20,13,2015-07-10,381.3976720423381,298
21,13,2015-07-11,377.1685933180746,319
22,13,2015-07-12,8.221858603350881,0
23,13,2015-07-13,417.6738243839285,476
24,13,2015-07-14,379.08819834228336,438
25,13,2015-07-15,372.8750486165744,415
26,13,2015-07-16,333.65967912376055,406
27,13,2015-07-17,395.0272201233299,394
28,13,2015-07-18,388.94304163825234,394
29,13,2015-07-19,17.945437257477295,0
30,13,2015-07-20,425.2007672228829,307
31,13,2015-07-21,384.32544204688065,248
32,13,2015-07-22,375.78346202074874,256
33,13,2015-07-23,334.25381478275847,312
34,13,2015-07-24,393.3736224974542,287
35,13,2015-07-25,385.15718713047727,340
36,13,2015-07-26,12.187419399319651,0
37,13,2015-07-27,417.669874615882,527
38,13,2015-07-28,375.25380609365806,446
39,13,2015-07-29,365.42897535053135,406
40,13,2015-07-30,322.8925388656901,474
41,13,2015-07-31,381.2919138099846,568
0,14,2015-06-20,424.95209450717255,402
1,14,2015-06-21,13.590865370330562,0
2,14,2015-06-22,737.5295593568458,599
3,14,2015-06-23,682.2370062491797,599
4,14,2015-06-24,632.9365426458086,619
5,14,2015-06-25,605.9448337159184,587
6,14,2015-06-26,657.2483986820042,609
7,14,2015-06-27,426.1115844194641,409
8,14,2015-06-28,14.726351437282574,0
9,14,2015-06-29,738.7110449372866,839
10,14,2015-06-30,683.5107533768885,910
11,14,2015-07-01,634.3231932893083,630
12,14,2015-07-02,607.4384997649029,621
13,14,2015-07-03,658.816750925003,656
14,14,2015-07-04,427.69693856266036,408
15,14,2015-07-05,16.247717030298418,0
16,14,2015-07-06,740.0670718498268,656
17,14,2015-07-07,684.583481248191,606
18,14,2015-07-08,634.9824830394807,574
19,14,2015-07-09,607.547003603253,602
20,14,2015-07-10,658.2352590737136,595
21,14,2015-07-11,426.28992770653554,368
22,14,2015-07-12,13.8889176888689,0
23,14,2015-07-13,736.6448697920857,751
24,14,2015-07-14,680.0059717452694,668
25,14,2015-07-15,629.182006136047,668
26,14,2015-07-16,600.4840034021058,664
27,14,2015-07-17,649.9013298755028,579
28,14,2015-07-18,416.7099340661448,362
29,14,2015-07-19,3.1221034582462153,0
30,14,2015-07-20,724.7849019753794,571
31,14,2015-07-21,667.1798978113361,555
32,14,2015-07-22,615.5481370729282,541
33,14,2015-07-23,586.2287684491355,514
34,14,2015-07-24,635.2351813140838,567
35,14,2015-07-25,401.8624108568905,348
36,14,2015-07-26,-11.663810250369238,0
37,14,2015-07-27,710.3108399536603,727
38,14,2015-07-28,653.2686330020418,628
39,14,2015-07-29,602.4445876857737,579
40,14,2015-07-30,574.1651180681026,613
41,14,2015-07-31,624.4243959475704,710
0,15,2015-06-20,655.8335559809499,565
1,15,2015-06-21,28.224191959476684,0
2,15,2015-06-22,728.6602016292181,587
3,15,2015-06-23,667.2164653410748,566
4,15,2015-06-24,635.0953135735342,560
5,15,2015-06-25,641.2965884655681,564
6,15,2015-06-26,688.2734939190824,655
7,15,2015-06-27,649.3099839324113,669
8,15,2015-06-28,21.622186864471587,0
9,15,2015-06-29,722.1526722205274,915
10,15,2015-06-30,660.9564795335954,866
11,15,2015-07-01,629.2132977060902,622
12,15,2015-07-02,635.8984611483637,678
13,15,2015-07-03,683.4397628134828,702
14,15,2015-07-04,645.0958008618081,588
15,15,2015-07-05,18.05832435808884,0
16,15,2015-07-06,719.2473538343925,651
17,15,2015-07-07,658.697968182012,588
18,15,2015-07-08,627.5731216101567,580
19,15,2015-07-09,634.8351366246579,582
20,15,2015-07-10,682.902857664058,656
21,15,2015-07-11,645.0301720871257,598
22,15,2015-07-12,18.40835951482768,0
23,15,2015-07-13,719.9610468717988,759
24,15,2015-07-14,659.7306678128846,687
25,15,2015-07-15,628.8908030487491,694
26,15,2015-07-16,636.4170653970372,769
27,15,2015-07-17,684.7435366097296,775
28,15,2015-07-18,647.1404888066011,609
29,15,2015-07-19,20.815880684362696,0
30,15,2015-07-20,722.7094368530928,671
31,15,2015-07-21,662.8782410758241,545
32,15,2015-07-22,632.508251810642,511
33,15,2015-07-23,640.5844346782177,586
34,15,2015-07-24,689.5465474554936,573
35,15,2015-07-25,652.6663359099595,555
36,15,2015-07-26,27.148652002273252,0
37,15,2015-07-27,729.9253195621644,753
38,15,2015-07-28,671.0406894705964,646
39,15,2015-07-29,641.663298332177,668
40,15,2015-07-30,650.7563247808661,741
41,15,2015-07-31,700.7338724430481,766
0,16,2015-06-20,605.1788984358644,585
1,16,2015-06-21,42.231089985458084,0
2,16,2015-06-22,973.7544207105944,901
3,16,2015-06-23,965.1950282536648,866
4,16,2015-06-24,907.4773872060179,840
5,16,2015-06-25,853.7227956654741,786
6,16,2015-06-26,871.5988573831023,812
7,16,2015-06-27,613.6180098704966,518
8,16,2015-06-28,49.53526536442553,0
9,16,2015-06-29,980.2227686861183,1091
10,16,2015-06-30,971.1352643452709,1056
11,16,2015-07-01,913.1954196816844,989
12,16,2015-07-02,859.512580275175,872
13,16,2015-07-03,877.7327938580373,967
14,16,2015-07-04,620.3381324129798,539
15,16,2015-07-05,57.04545217793441,0
16,16,2015-07-06,988.6821627537736,928
17,16,2015-07-07,980.6530603110482,835
18,16,2015-07-08,923.8271309595858,913
19,16,2015-07-09,871.2578575995344,802
20,16,2015-07-10,890.5348227239054,899
21,16,2015-07-11,634.084593502847,583
22,16,2015-07-12,71.57098708550313,0
23,16,2015-07-13,1003.7722483645724,1155
24,16,2015-07-14,996.0491600115156,1028
25,16,2015-07-15,939.2329603801655,1001
26,16,2015-07-16,886.3465775660504,882
27,16,2015-07-17,904.9569530916773,861
