,Store,ds,yhat,y
40,4,2015-07-30,1267.7006534017864,1276
41,4,2015-07-31,1306.4280218166782,1498
0,5,2015-06-20,212.8756763951687,210
1,5,2015-06-21,-21.416281537506137,0
2,5,2015-06-22,618.4291047190707,497
3,5,2015-06-23,567.1403257467291,475
4,5,2015-06-24,635.6147900940305,561
5,5,2015-06-25,534.7321862308582,472
6,5,2015-06-26,565.2287561025302,460
7,5,2015-06-27,240.330101584524,203
8,5,2015-06-28,5.057752993328723,0
9,5,2015-06-29,644.2933520676705,668
10,5,2015-06-30,580.3450716726007,645
11,5,2015-07-01,646.3872658045311,717
12,5,2015-07-02,542.9776231480236,613
13,5,2015-07-03,570.8571080488672,527
14,5,2015-07-04,242.8087366177183,225
15,5,2015-07-05,5.9066605189733,0
16,5,2015-07-06,642.9819917138241,543
17,5,2015-07-07,588.7581579596259,507
18,5,2015-07-08,654.1533554241267,639
19,5,2015-07-09,550.0645573457156,540
20,5,2015-07-10,577.2478203030256,530
21,5,2015-07-11,248.9511397400902,228
22,5,2015-07-12,10.215074162884315,0
23,5,2015-07-13,645.9106817048964,719
24,5,2015-07-14,578.4692712442715,607
25,5,2015-07-15,641.0468588263172,716
26,5,2015-07-16,534.2340053102424,571
27,5,2015-07-17,558.8055084411734,513
28,5,2015-07-18,227.63426524431495,241
29,5,2015-07-19,-12.288824541694947,0
30,5,2015-07-20,621.973783040355,530
31,5,2015-07-21,565.1592050157583,445
32,5,2015-07-22,628.2206117605687,503
33,5,2015-07-23,522.0809957080793,455
34,5,2015-07-24,547.5187236590057,485
35,5,2015-07-25,217.79978842770046,228
36,5,2015-07-26,-22.02800022780528,0
37,5,2015-07-27,612.8763752492765,650
38,5,2015-07-28,545.0401331638856,598
39,5,2015-07-29,607.5660890981011,658
40,5,2015-07-30,501.03554120180115,539
41,5,2015-07-31,526.208305743148,559
0,6,2015-06-20,342.7826100313316,327
1,6,2015-06-21,-80.74568684993847,0
2,6,2015-06-22,635.6327662354186,483
3,6,2015-06-23,572.6545595207094,486
4,6,2015-06-24,557.7131366643828,478
5,6,2015-06-25,549.1477515687775,497
6,6,2015-06-26,569.0981895774355,521
7,6,2015-06-27,359.6834269641481,333
8,6,2015-06-28,-64.1065261148583,0
9,6,2015-06-29,767.8947025700866,712
10,6,2015-06-30,683.8358443719021,709
11,6,2015-07-01,666.6936633924583,593
12,6,2015-07-02,655.9617000602339,594
13,6,2015-07-03,673.7707487875693,535
14,6,2015-07-04,346.4379346060423,315
15,6,2015-07-05,-77.41462425952159,0
16,6,2015-07-06,638.7765755353616,562
17,6,2015-07-07,575.5680245359583,501
18,6,2015-07-08,560.38868757101,513
19,6,2015-07-09,551.5559158499425,524
20,6,2015-07-10,571.1859086607883,576
21,6,2015-07-11,361.3734419581724,353
22,6,2015-07-12,-62.96992827815893,0
23,6,2015-07-13,768.4739726216897,660
24,6,2015-07-14,683.651429992301,584
25,6,2015-07-15,665.5882009768372,530
26,6,2015-07-16,653.767469161779,542
27,6,2015-07-17,670.3154215853713,519
28,6,2015-07-18,341.5415261548185,295
29,6,2015-07-19,-83.95920458930686,0
30,6,2015-07-20,630.5474473171091,548
31,6,2015-07-21,565.4766671921816,494
32,6,2015-07-22,548.3421217270259,408
33,6,2015-07-23,537.4974999846086,442
34,6,2015-07-24,555.1010087218353,454
35,6,2015-07-25,343.29413175305854,306
36,6,2015-07-26,-83.01611493215978,0
37,6,2015-07-27,746.7146583947826,582
38,6,2015-07-28,660.30257509176,576
39,6,2015-07-29,640.8898795016519,542
40,6,2015-07-30,628.0094951709509,541
41,6,2015-07-31,643.833235873449,589
0,7,2015-06-20,741.7568141771399,619
1,7,2015-06-21,99.43967329429364,0
2,7,2015-06-22,1514.5340682568014,922
3,7,2015-06-23,1022.246811829743,969
4,7,2015-06-24,831.0396225537503,788
5,7,2015-06-25,801.7255615031147,819
6,7,2015-06-26,871.139889450081,895
7,7,2015-06-27,553.067212052012,693
8,7,2015-06-28,-91.94845585109326,0
9,7,2015-06-29,1321.7545608483151,1194
10,7,2015-06-30,1159.4589485270512,1325
11,7,2015-07-01,999.1429826895913,1020
12,7,2015-07-02,1000.8927635063668,1102
13,7,2015-07-03,1101.5639278843382,1182
14,7,2015-07-04,813.7438520858966,723
15,7,2015-07-05,167.15854147355046,0
16,7,2015-07-06,1578.2968806430897,1210
17,7,2015-07-07,1082.3810969502993,1069
18,7,2015-07-08,887.9061723395353,963
19,7,2015-07-09,855.70190991697,1056
20,7,2015-07-10,922.611144140109,1063
21,7,2015-07-11,602.4174663852405,694
22,7,2015-07-12,-44.35093401261689,0
23,7,2015-07-13,1367.9422509351375,1252
24,7,2015-07-14,1204.5969612005392,1206
25,7,2015-07-15,1043.540627080553,991
26,7,2015-07-16,1044.8272137838394,1102
27,7,2015-07-17,1145.276568738158,1086
28,7,2015-07-18,857.4675688525612,729
29,7,2015-07-19,211.01827862445697,0
30,7,2015-07-20,1622.4263269459175,1112
31,7,2015-07-21,1126.85017747026,1118
32,7,2015-07-22,932.748438653296,874
33,7,2015-07-23,900.9077573958201,1096
34,7,2015-07-24,968.1283308933016,1062
35,7,2015-07-25,648.1519517505056,705
36,7,2015-07-26,1.4591990496494134,0
37,7,2015-07-27,1413.6376820805672,1340
38,7,2015-07-28,1249.989095953859,1158
39,7,2015-07-29,1088.3817116697148,1166
40,7,2015-07-30,1088.8355936978235,1116
41,7,2015-07-31,1188.1389952909842,1414
0,8,2015-06-20,358.62149056783176,409
1,8,2015-06-21,-27.981705435422626,0
2,8,2015-06-22,730.9512998263622,630
3,8,2015-06-23,691.3454299026407,759
4,8,2015-06-24,632.1296265018067,625
5,8,2015-06-25,753.2426472186039,771
6,8,2015-06-26,575.9645447578025,639
7,8,2015-06-27,351.43860740914675,397
8,8,2015-06-28,-34.5452108318657,0
9,8,2015-06-29,728.3643116726669,945
10,8,2015-06-30,691.8203879311639,968
11,8,2015-07-01,633.1022514675903,895
12,8,2015-07-02,754.5338043469862,981
13,8,2015-07-03,577.3762919157614,764
14,8,2015-07-04,349.317736374899,428
15,8,2015-07-05,-37.200599209633,0
16,8,2015-07-06,721.433074072607,805
17,8,2015-07-07,681.2648907344853,679
18,8,2015-07-08,621.1661636498204,639
19,8,2015-07-09,741.0798583091575,765
20,8,2015-07-10,562.3040801960159,693
21,8,2015-07-11,336.0136033403442,425
22,8,2015-07-12,-51.90952193504393,0
23,8,2015-07-13,708.6744011899203,935
24,8,2015-07-14,669.8732115789669,840
25,8,2015-07-15,608.8679352844771,802
26,8,2015-07-16,728.0604101583378,988
27,8,2015-07-17,548.7926638643927,684
28,8,2015-07-18,318.9564935979512,442
29,8,2015-07-19,-69.12578752557583,0
30,8,2015-07-20,688.209727954039,733
31,8,2015-07-21,647.2191147700916,673
32,8,2015-07-22,586.7815214805128,626
33,8,2015-07-23,706.8837603583689,783
34,8,2015-07-24,528.8540311821283,558
35,8,2015-07-25,303.88211777527204,398
36,8,2015-07-26,-82.10285815488653,0
37,8,2015-07-27,680.7545685178578,841
38,8,2015-07-28,644.9182219627025,695
39,8,2015-07-29,587.3489314936224,698
40,8,2015-07-30,710.3844839448095,882
41,8,2015-07-31,535.289727749641,833
0,9,2015-06-20,611.3600616583877,536
1,9,2015-06-21,26.285116271095944,0
2,9,2015-06-22,679.7236228875045,580
3,9,2015-06-23,586.8565782107331,550
4,9,2015-06-24,567.9519331561671,620
5,9,2015-06-25,572.9352052041089,620
6,9,2015-06-26,599.8635828698274,600
7,9,2015-06-27,617.8241335206659,605
8,9,2015-06-28,32.652578074547364,0
9,9,2015-06-29,801.4141345391741,882
10,9,2015-06-30,693.8973712393986,796
11,9,2015-07-01,674.2355702649819,675
12,9,2015-07-02,678.503796634086,668
13,9,2015-07-03,704.7360457482724,669
14,9,2015-07-04,607.8303084289671,538
15,9,2015-07-05,22.827932094933658,0
16,9,2015-07-06,678.8529033460668,656
17,9,2015-07-07,587.3350896864995,588
18,9,2015-07-08,569.7373158886031,508
19,9,2015-07-09,575.9425864434155,550
20,9,2015-07-10,603.966337515213,528
21,9,2015-07-11,622.8559046951821,495
22,9,2015-07-12,37.173633405038345,0
23,9,2015-07-13,807.8837357002657,759
24,9,2015-07-14,700.5971317656279,667
25,9,2015-07-15,680.8844289378623,633
26,9,2015-07-16,684.8082665942449,640
27,9,2015-07-17,710.3982776684937,598
28,9,2015-07-18,612.3363467276112,555
29,9,2015-07-19,24.880267684076216,0
30,9,2015-07-20,680.666065577651,622
31,9,2015-07-21,587.4428263493334,510
32,9,2015-07-22,567.9481235800436,539
33,9,2015-07-23,572.1099056363163,579
34,9,2015-07-24,597.9946626723464,546
35,9,2015-07-25,614.7056914690047,468
36,9,2015-07-26,25.62791326953777,0
37,9,2015-07-27,795.7180217969799,777
38,9,2015-07-28,686.4975735251792,678
39,9,2015-07-29,665.0549042281428,625
40,9,2015-07-30,667.5102121499315,651
41,9,2015-07-31,691.946013879508,687
0,10,2015-06-20,469.08572989119557,512
1,10,2015-06-21,-25.28988478368734,0
2,10,2015-06-22,600.1396406902088,533
3,10,2015-06-23,541.7708588277405,586
4,10,2015-06-24,497.4961424574879,550
5,10,2015-06-25,471.8753825826627,537
6,10,2015-06-26,489.25554158840293,552
7,10,2015-06-27,427.1907105926457,497
8,10,2015-06-28,-66.67457865781489,0
9,10,2015-06-29,560.1562449086218,738
10,10,2015-06-30,516.9897331530561,740
11,10,2015-07-01,475.8953800126447,684
12,10,2015-07-02,453.7980807654977,641
13,10,2015-07-03,474.9890089026752,628
14,10,2015-07-04,416.56220117383776,521
15,10,2015-07-05,-74.47555266661976,0
16,10,2015-07-06,554.8566607918347,648
17,10,2015-07-07,500.8617539723567,597
18,10,2015-07-08,461.32622256263335,518
19,10,2015-07-09,440.70123352339476,559
20,10,2015-07-10,463.2235877461691,607
21,10,2015-07-11,406.3384641914151,523
22,10,2015-07-12,-82.41337442633193,0
23,10,2015-07-13,549.2938997238224,621
24,10,2015-07-14,510.8158581534956,691
25,10,2015-07-15,474.0723401760923,628
26,10,2015-07-16,455.9193474265084,614
27,10,2015-07-17,480.5918837599929,579
28,10,2015-07-18,425.209094978689,550
29,10,2015-07-19,-63.38545059755111,0
30,10,2015-07-20,567.837829888804,657
31,10,2015-07-21,515.1840454563469,654
32,10,2015-07-22,476.44915536589417,600
33,10,2015-07-23,456.1066670419625,579
34,10,2015-07-24,478.4259487184892,603
35,10,2015-07-25,420.89344560074187,475
36,10,2015-07-26,-68.9004655432781,0
37,10,2015-07-27,561.3517353360824,662
38,10,2015-07-28,521.2021840955105,593
39,10,2015-07-29,482.5600925086323,518
40,10,2015-07-30,462.3398621966513,556
41,10,2015-07-31,484.8331622511606,681
0,11,2015-06-20,865.9956626017614,761
1,11,2015-06-21,-52.40919149370695,0
2,11,2015-06-22,1164.890434263073,962
3,11,2015-06-23,1094.6772298815856,938
4,11,2015-06-24,1106.7086304810325,919
5,11,2015-06-25,986.694364007182,946
6,11,2015-06-26,993.3608304020944,951
7,11,2015-06-27,802.4657706482899,774
8,11,2015-06-28,-116.34173393112317,0
9,11,2015-06-29,1101.8795571554115,1318
10,11,2015-06-30,1087.8069847058841,1357
11,11,2015-07-01,1106.747061993748,1311
12,11,2015-07-02,994.1477642020318,1201
13,11,2015-07-03,1008.6715307798494,1134
14,11,2015-07-04,825.2965875300736,812
15,11,2015-07-05,-90.52277397682546,0
16,11,2015-07-06,1130.178514828337,1155
17,11,2015-07-07,1064.0948433764001,1105
18,11,2015-07-08,1080.8523908422153,1081
19,11,2015-07-09,966.0276224355266,990
20,11,2015-07-10,978.2084342392308,1048
21,11,2015-07-11,793.0130316425383,763
22,11,2015-07-12,-120.03854876816382,0
23,11,2015-07-13,1103.8417820434106,1270
24,11,2015-07-14,1095.2378395612197,1226
25,11,2015-07-15,1119.3421622989815,1194
26,11,2015-07-16,1011.5141048223471,1119
27,11,2015-07-17,1030.3459301186558,1024
28,11,2015-07-18,850.7670581690392,810
29,11,2015-07-19,-61.79377406243302,0
30,11,2015-07-20,1161.5985116439144,1062
31,11,2015-07-21,1097.6709104168167,932
32,11,2015-07-22,1116.0710493000406,997
33,11,2015-07-23,1002.4206844532132,914
34,11,2015-07-24,1015.3669544486805,869
35,11,2015-07-25,830.5983222359973,642
36,11,2015-07-26,-82.27977990633798,0
37,11,2015-07-27,1141.5792616937208,1070
38,11,2015-07-28,1132.8674658298617,938
39,11,2015-07-29,1156.848454635797,1064
40,11,2015-07-30,1048.9553038194633,874
41,11,2015-07-31,1067.8445480901426,1236
0,12,2015-06-20,802.7596255111803,814
1,12,2015-06-21,-11.817053633147452,0
2,12,2015-06-22,903.1025574848009,749
3,12,2015-06-23,805.5280675638562,796
4,12,2015-06-24,802.1901944638407,763
5,12,2015-06-25,787.6457804837835,780
6,12,2015-06-26,774.7330365327036,786
7,12,2015-06-27,803.8906853535577,799
8,12,2015-06-28,-10.634206913549178,0
9,12,2015-06-29,1095.6795857603997,1221
10,12,2015-06-30,961.3851818827786,1285
11,12,2015-07-01,955.7144487998064,925
12,12,2015-07-02,939.1713086091779,906
13,12,2015-07-03,924.5517415803617,845
14,12,2015-07-04,761.7090576187031,659
15,12,2015-07-05,-50.52633467780788,0
16,12,2015-07-06,868.1264019687137,844
17,12,2015-07-07,774.3335571162631,829
18,12,2015-07-08,775.1630677412445,830
19,12,2015-07-09,765.0795486986915,765
20,12,2015-07-10,756.8244895837206,846
21,12,2015-07-11,790.7379881747786,854
22,12,2015-07-12,-19.45326448744504,0
23,12,2015-07-13,1092.0294577484601,1159
24,12,2015-07-14,962.213458051219,943
25,12,2015-07-15,960.7568621612274,1113
26,12,2015-07-16,948.09259007726,1036
27,12,2015-07-17,936.9572542050614,916
28,12,2015-07-18,777.0729953793882,860
29,12,2015-07-19,-33.015265642806526,0
30,12,2015-07-20,888.137783682301,885
31,12,2015-07-21,795.9273524737926,813
32,12,2015-07-22,797.8542430080095,796
33,12,2015-07-23,788.4068034006689,780
34,12,2015-07-24,780.3624245119549,758
35,12,2015-07-25,814.1077606868662,651
36,12,2015-07-26,3.002437790313479,0
37,12,2015-07-27,1114.2394944511066,979
38,12,2015-07-28,983.4760498427938,861
39,12,2015-07-29,980.9463370252877,989
40,12,2015-07-30,967.1519579728683,835
41,12,2015-07-31,954.8956433161031,962
0,13,2015-06-20,338.40748689011633,350
1,13,2015-06-21,-24.884466321576383,0
2,13,2015-06-22,323.6652646267655,220
3,13,2015-06-23,265.13947502515396,286
4,13,2015-06-24,260.17949477588127,239
5,13,2015-06-25,251.99060554902906,274
6,13,2015-06-26,285.3037291694456,289
7,13,2015-06-27,331.43983966514503,345
8,13,2015-06-28,-30.624475678267345,0
9,13,2015-06-29,453.1450448880087,441
10,13,2015-06-30,394.0243299190099,404
11,13,2015-07-01,390.16644059407236,369
12,13,2015-07-02,383.131239862381,388
13,13,2015-07-03,417.6237406848214,441
14,13,2015-07-04,330.66100746510455,302
15,13,2015-07-05,-29.822904905853534,0
16,13,2015-07-06,320.67144671347114,271
17,13,2015-07-07,264.58941539835894,262
18,13,2015-07-08,262.06036870055993,298
19,13,2015-07-09,256.24805923581846,331
20,13,2015-07-10,291.8445654096954,298
21,13,2015-07-11,340.13562958548385,319
22,13,2015-07-12,-19.46420698732311,0
23,13,2015-07-13,465.47969505349005,476
24,13,2015-07-14,407.96450669613193,438
25,13,2015-07-15,405.4926463268515,415
26,13,2015-07-16,399.6156694233696,406
27,13,2015-07-17,435.03623256433843,394
28,13,2015-07-18,348.94231611898965,394
29,13,2015-07-19,-10.589702520580772,0
30,13,2015-07-20,339.7142687403467,307
31,13,2015-07-21,283.7233465079294,248
32,13,2015-07-22,281.11879869767097,256
33,13,2015-07-23,275.08737403694624,312
34,13,2015-07-24,310.3455139500515,287
35,13,2015-07-25,358.2037098763034,340
36,13,2015-07-26,-1.4305621453211756,0
37,13,2015-07-27,482.32610873565847,527
38,13,2015-07-28,424.2325916668792,446
39,13,2015-07-29,421.1721058451076,406
40,13,2015-07-30,414.70956682938294,474
41,13,2015-07-31,449.55673567947736,568
0,14,2015-06-20,421.31262399732145,402
1,14,2015-06-21,9.220225641304616,0
2,14,2015-06-22,737.4553783596442,599
3,14,2015-06-23,667.3997178745645,599
4,14,2015-06-24,623.3107429973726,619
5,14,2015-06-25,595.3436985450417,587
6,14,2015-06-26,644.4569563451361,609
7,14,2015-06-27,412.3406543782121,409
8,14,2015-06-28,-0.033596273655390974,0
9,14,2015-06-29,728.9874225046698,839
10,14,2015-06-30,677.8868906235365,910
11,14,2015-07-01,635.4016374817714,630
12,14,2015-07-02,608.9920531166961,621
13,14,2015-07-03,659.6011155644446,656
14,14,2015-07-04,427.8387450401623,408
15,14,2015-07-05,14.874538208333014,0
16,14,2015-07-06,742.1447564415494,656
17,14,2015-07-07,671.0138557868406,606
18,14,2015-07-08,625.7204203532611,574
19,14,2015-07-09,596.4065948518322,602
20,14,2015-07-10,644.0229671269569,595
21,14,2015-07-11,410.2578523183374,368
22,14,2015-07-12,-3.911235786236105,0
23,14,2015-07-13,723.1802603403244,751
24,14,2015-07-14,670.0292085488527,668
25,14,2015-07-15,625.3994733746667,668
26,14,2015-07-16,596.7816941842277,664
27,14,2015-07-17,645.1543908923883,579
28,14,2015-07-18,411.1633821482324,362
29,14,2015-07-19,-3.9689418160705117,0
30,14,2015-07-20,721.2311957916783,571
31,14,2015-07-21,648.1786288712005,555
32,14,2015-07-22,601.1565743561154,541
33,14,2015-07-23,570.3512546138116,514
34,14,2015-07-24,616.7540807358366,567
35,14,2015-07-25,382.0896127705005,348
36,14,2015-07-26,-32.63287543111303,0
37,14,2015-07-27,694.2748446836599,727
38,14,2015-07-28,641.3212219422213,628
39,14,2015-07-29,597.2801349931293,579
40,14,2015-07-30,569.6405209668061,613
41,14,2015-07-31,619.3700095351301,710
0,15,2015-06-20,598.7578329911082,565
1,15,2015-06-21,-9.145542116082886,0
2,15,2015-06-22,669.607460356743,587
3,15,2015-06-23,592.1588566768808,566
4,15,2015-06-24,563.0557408940856,560
5,15,2015-06-25,565.6081648619903,564
6,15,2015-06-26,606.7186937564989,655
7,15,2015-06-27,567.6725510267746,669
8,15,2015-06-28,-40.067229044641955,0
9,15,2015-06-29,639.8209305545474,915
10,15,2015-06-30,585.3520564786671,866
11,15,2015-07-01,559.1852332131056,622
12,15,2015-07-02,564.7922745928789,678
13,15,2015-07-03,609.0437818580294,702
14,15,2015-07-04,572.4570253179463,588
15,15,2015-07-05,-34.29885814145207,0
16,15,2015-07-06,645.8033369357203,651
17,15,2015-07-07,569.8583812056252,588
18,15,2015-07-08,542.3624473946924,580
19,15,2015-07-09,546.5787525765805,582
20,15,2015-07-10,589.3673320046302,656
21,15,2015-07-11,551.9764188437439,598
22,15,2015-07-12,-54.160189571416744,0
23,15,2015-07-13,627.1685588144983,759
24,15,2015-07-14,574.1329767329722,687
25,15,2015-07-15,549.2994540659819,694
26,15,2015-07-16,556.1394688991539,769
27,15,2015-07-17,601.5303172064793,775
28,15,2015-07-18,566.0858230378999,609
29,15,2015-07-19,-39.67264487303554,0
30,15,2015-07-20,641.3842664124664,671
31,15,2015-07-21,566.3799169260438,545
32,15,2015-07-22,539.8353432028339,511
33,15,2015-07-23,545.0395244401171,586
34,15,2015-07-24,588.8764109533271,573
35,15,2015-07-25,552.6148513392747,555
36,15,2015-07-26,-52.29414654204751,0
37,15,2015-07-27,630.283362487499,753
38,15,2015-07-28,578.6920068781592,646
39,15,2015-07-29,555.4093231855328,668
40,15,2015-07-30,563.8948941389814,741
41,15,2015-07-31,611.0061332937397,766
0,16,2015-06-20,523.510003092916,585
1,16,2015-06-21,-65.47257952520519,0
2,16,2015-06-22,878.2361228624605,901
3,16,2015-06-23,870.8519423767616,866
4,16,2015-06-24,827.0922800343448,840
5,16,2015-06-25,769.0318277554874,786
6,16,2015-06-26,779.3334054294338,812
7,16,2015-06-27,509.4256312233647,518
8,16,2015-06-28,-80.69531259618158,0
9,16,2015-06-29,863.9209920401962,1091
10,16,2015-06-30,877.7669263243074,1056
11,16,2015-07-01,835.8449818335567,989
12,16,2015-07-02,779.9004539723087,872
13,16,2015-07-03,792.58085648581,967
14,16,2015-07-04,523.489255192095,539
15,16,2015-07-05,-65.94168437398146,0
16,16,2015-07-06,877.605236998328,928
17,16,2015-07-07,870.54923647127,835
18,16,2015-07-08,827.4849722807227,913
19,16,2015-07-09,770.4307199922058,802
20,16,2015-07-10,781.9826169630551,899
21,16,2015-07-11,513.494194022998,583
22,16,2015-07-12,-75.0415945373723,0
23,16,2015-07-13,870.8636151461441,1155
24,16,2015-07-14,886.132779737873,1028
25,16,2015-07-15,845.46113744317,1001
