,Store,ds,yhat,y
14,5,2015-07-27,7136.401894586554,7059
15,5,2015-07-28,6168.559752551151,6083
16,5,2015-07-29,6223.347976810413,5899
17,5,2015-07-30,5688.193230496261,4943
18,5,2015-07-31,5770.874445078465,4822
0,6,2015-07-13,6572.549964422674,6827
1,6,2015-07-14,5890.138593393644,5758
2,6,2015-07-15,5692.483355135192,4582
3,6,2015-07-16,5480.751273177204,5115
4,6,2015-07-17,5749.595457632464,4422
5,6,2015-07-18,3052.2390233897236,2915
6,6,2015-07-19,166.35213464096398,0
7,6,2015-07-20,5249.159592858787,4301
8,6,2015-07-21,4550.86237855393,3720
9,6,2015-07-22,4336.617039780124,3469
10,6,2015-07-23,4107.995084894526,3482
11,6,2015-07-24,4360.079135424461,3804
12,6,2015-07-25,2948.921162339544,2892
13,6,2015-07-26,58.58431908128824,0
14,6,2015-07-27,6413.1961191507435,5723
15,6,2015-07-28,5701.915666110153,4839
16,6,2015-07-29,5476.913446816873,5275
17,6,2015-07-30,5240.08346131297,4790
18,6,2015-07-31,5486.772333705095,5651
0,7,2015-07-13,13295.903249194947,13250
1,7,2015-07-14,12475.388355994877,12294
2,7,2015-07-15,11292.687792069193,10095
3,7,2015-07-16,11311.415002630236,10774
4,7,2015-07-17,12091.0257982015,10339
5,7,2015-07-18,7889.135918808895,6861
6,7,2015-07-19,1436.9026085041648,0
7,7,2015-07-20,11132.900680331919,10159
8,7,2015-07-21,10302.517760171737,9169
9,7,2015-07-22,9105.27891847493,8214
10,7,2015-07-23,9104.977893869864,9550
11,7,2015-07-24,9861.328468399193,9203
12,7,2015-07-25,8315.194793489443,6574
13,7,2015-07-26,1820.0380633026175,0
14,7,2015-07-27,14185.519120970122,14869
15,7,2015-07-28,13320.25154030573,12342
16,7,2015-07-29,12086.035752016334,12074
17,7,2015-07-30,12047.185313389311,11560
18,7,2015-07-31,12763.936134312367,15344
0,8,2015-07-13,9283.113733181286,9117
1,8,2015-07-14,8519.871017681671,8845
2,8,2015-07-15,7892.123127404473,7932
3,8,2015-07-16,8564.96700959954,8808
4,8,2015-07-17,7488.0946419734055,6728
5,8,2015-07-18,3898.8518053298285,3813
6,8,2015-07-19,111.53523851235661,0
7,8,2015-07-20,6662.602908584937,5956
8,8,2015-07-21,5891.109587995533,5168
9,8,2015-07-22,5255.240157309829,4996
10,8,2015-07-23,5920.363490175844,6109
11,8,2015-07-24,4836.439785350222,4917
12,8,2015-07-25,3866.6751965424137,3288
13,8,2015-07-26,60.46064170994475,0
14,8,2015-07-27,9260.942198153612,8739
15,8,2015-07-28,8489.832377183611,6717
16,8,2015-07-29,7856.007288713886,7029
17,8,2015-07-30,8524.914646061285,8420
18,8,2015-07-31,7446.542150021485,8492
0,9,2015-07-13,10685.777404419052,10399
1,9,2015-07-14,9404.924372183492,7841
2,9,2015-07-15,9046.217729261281,7013
3,9,2015-07-16,8974.906436182775,8113
4,9,2015-07-17,9342.184959078993,6845
5,9,2015-07-18,7576.190798755015,5987
6,9,2015-07-19,260.73957171165125,0
7,9,2015-07-20,8296.480629829128,7152
8,9,2015-07-21,6989.713437278859,5873
9,9,2015-07-22,6603.921332207816,5649
10,9,2015-07-23,6504.972064087611,6471
11,9,2015-07-24,6844.71258432137,5464
12,9,2015-07-25,7516.591946266572,5330
13,9,2015-07-26,150.9393556527117,0
14,9,2015-07-27,10668.584784422741,10649
15,9,2015-07-28,9344.113225319015,8751
16,9,2015-07-29,8943.871199740734,7776
17,9,2015-07-30,8834.212122061519,7539
18,9,2015-07-31,9167.382897309193,8565
0,10,2015-07-13,7671.813166777496,6757
1,10,2015-07-14,6945.25068827509,7491
2,10,2015-07-15,6569.0433199001745,6423
3,10,2015-07-16,6536.126448832858,6275
4,10,2015-07-17,6814.3959003604405,5356
5,10,2015-07-18,5411.719442776529,5761
6,10,2015-07-19,199.69918898732192,0
7,10,2015-07-20,6442.754460409084,6111
8,10,2015-07-21,5714.547478115563,6479
9,10,2015-07-22,5334.094637211989,5561
10,10,2015-07-23,5294.423088810473,6401
11,10,2015-07-24,5563.572732364741,6152
12,10,2015-07-25,5532.044182870657,4713
13,10,2015-07-26,295.51274599634183,0
14,10,2015-07-27,7922.745946145609,7212
15,10,2015-07-28,7179.249509741007,6140
16,10,2015-07-29,6782.464438800658,5524
17,10,2015-07-30,6725.754639835981,6186
18,10,2015-07-31,6977.502588330153,7185
0,11,2015-07-13,9187.170045337478,10434
1,11,2015-07-14,8407.397389640575,9319
2,11,2015-07-15,8625.535083706576,9645
3,11,2015-07-16,8027.130071562857,8149
4,11,2015-07-17,8021.524888420865,7757
5,11,2015-07-18,6017.99896998586,5740
6,11,2015-07-19,319.54017516451734,0
7,11,2015-07-20,7603.19737347798,7733
8,11,2015-07-21,6829.457292507188,6315
9,11,2015-07-22,7051.2646899933825,7185
10,11,2015-07-23,6454.327256475003,6151
11,11,2015-07-24,6448.207076463008,6192
12,11,2015-07-25,6160.310727840859,4712
13,11,2015-07-26,498.6484849707512,0
14,11,2015-07-27,9434.313466696454,8796
15,11,2015-07-28,8651.324449523248,6938
16,11,2015-07-29,8863.450427528951,8378
17,11,2015-07-30,8256.703132339164,7361
18,11,2015-07-31,8240.915262707273,10457
0,12,2015-07-13,10951.196961560894,11730
1,12,2015-07-14,9727.44936754539,9336
2,12,2015-07-15,9482.607941131895,10008
3,12,2015-07-16,9231.902311719961,9234
4,12,2015-07-17,9191.357826217316,7684
5,12,2015-07-18,6776.822444061223,7213
6,12,2015-07-19,156.7810722139776,0
7,12,2015-07-20,7799.955211794676,6754
8,12,2015-07-21,6576.0477521363555,6314
9,12,2015-07-22,6330.5753786271825,6201
10,12,2015-07-23,6078.876606436285,5784
11,12,2015-07-24,6037.088121825096,6078
12,12,2015-07-25,6847.5880899839285,5185
13,12,2015-07-26,228.80581089912897,0
14,12,2015-07-27,11091.80426939245,10227
15,12,2015-07-28,9866.197682086533,8822
16,12,2015-07-29,9619.220709623127,9236
17,12,2015-07-30,9366.2537012932,7996
18,12,2015-07-31,9323.45368613842,8959
0,13,2015-07-13,7226.311638768697,7525
1,13,2015-07-14,6471.760416902673,6422
2,13,2015-07-15,6408.495367397979,10334
3,13,2015-07-16,6091.390867063297,5921
4,13,2015-07-17,6693.404009307079,5740
5,13,2015-07-18,4905.534883212767,4956
6,13,2015-07-19,309.7232118682012,0
7,13,2015-07-20,4759.954365336789,3868
8,13,2015-07-21,4000.7013390086036,3080
9,13,2015-07-22,3932.258947270011,3164
10,13,2015-07-23,3609.6351896845817,3959
11,13,2015-07-24,4205.908076659639,3483
12,13,2015-07-25,5011.791262817292,4361
13,13,2015-07-26,410.2213709094722,0
14,13,2015-07-27,7453.8821216788165,7926
15,13,2015-07-28,6688.787419403357,6819
16,13,2015-07-29,6614.56858637803,6648
17,13,2015-07-30,6286.214560741866,7648
18,13,2015-07-31,6876.759539503781,8821
0,14,2015-07-13,8052.1056149610085,7202
1,14,2015-07-14,7193.205174206297,6509
2,14,2015-07-15,6765.116204927564,6143
3,14,2015-07-16,6751.966880831883,6152
4,14,2015-07-17,6992.671373518212,5346
5,14,2015-07-18,3933.0072542543453,3254
6,14,2015-07-19,144.15414365321948,0
7,14,2015-07-20,6304.150921785311,4780
8,14,2015-07-21,5433.970752329983,4518
9,14,2015-07-22,4994.748339786079,4409
10,14,2015-07-23,4970.911475923483,4080
11,14,2015-07-24,5201.675248514786,4775
12,14,2015-07-25,3862.6561178515685,2952
13,14,2015-07-26,58.37325847041063,0
14,14,2015-07-27,7954.576222506814,6614
15,14,2015-07-28,7081.035797086647,5957
16,14,2015-07-29,6640.406713839489,5412
17,14,2015-07-30,6617.241309647202,5672
18,14,2015-07-31,6850.82549550518,6544
0,15,2015-07-13,9090.06396418726,8691
1,15,2015-07-14,8138.571067329494,7857
2,15,2015-07-15,7859.855774173705,7885
3,15,2015-07-16,7972.604922721156,8501
4,15,2015-07-17,8468.496765561329,9368
5,15,2015-07-18,6168.107924332618,5770
6,15,2015-07-19,123.8027992318398,0
7,15,2015-07-20,6864.195491047949,6898
8,15,2015-07-21,5916.49206241001,5449
9,15,2015-07-22,5641.4356686271085,4899
10,15,2015-07-23,5757.791813537859,5623
11,15,2015-07-24,6257.309248283058,5255
12,15,2015-07-25,6266.948518764715,5209
13,15,2015-07-26,219.69558964970042,0
14,15,2015-07-27,9282.415513889877,9053
15,15,2015-07-28,8339.738500205405,7516
16,15,2015-07-29,8069.7885482657375,7583
17,15,2015-07-30,8191.261872452277,8891
18,15,2015-07-31,8695.807689114996,9191
0,16,2015-07-13,10947.085006718702,11932
1,16,2015-07-14,10175.49052293886,9986
2,16,2015-07-15,9836.887478332246,10099
3,16,2015-07-16,9527.688446484475,7954
4,16,2015-07-17,9762.07663863414,7605
5,16,2015-07-18,6330.951169409376,5288
6,16,2015-07-19,705.0271336939597,0
7,16,2015-07-20,9041.907553305204,7632
8,16,2015-07-21,8259.692912339659,7274
9,16,2015-07-22,7904.752098633702,6779
10,16,2015-07-23,7573.624598396252,7865
11,16,2015-07-24,7780.745714922735,7781
12,16,2015-07-25,6516.564396911853,6105
13,16,2015-07-26,859.2821794896695,0
14,16,2015-07-27,11346.29506707074,10260
15,16,2015-07-28,10519.684494933983,9695
16,16,2015-07-29,10117.87061405288,9471
17,16,2015-07-30,9738.195958118724,10226
18,16,2015-07-31,9895.937479799435,10231
0,17,2015-07-13,9654.226767318469,10029
1,17,2015-07-14,8769.567830332291,8241
2,17,2015-07-15,7933.526452322042,8172
3,17,2015-07-16,7830.082181523512,7231
4,17,2015-07-17,7731.725968194769,6243
5,17,2015-07-18,3112.2845217542126,2608
6,17,2015-07-19,484.76935291466424,0
7,17,2015-07-20,6821.953397527504,5908
8,17,2015-07-21,5909.237026175016,5847
9,17,2015-07-22,5045.067912774782,4952
10,17,2015-07-23,4914.147867566572,5328
11,17,2015-07-24,4789.686869382139,4443
12,17,2015-07-25,2964.8712574757483,2572
13,17,2015-07-26,334.13598131755805,0
14,17,2015-07-27,9431.871202969058,8293
15,17,2015-07-28,8500.963051459712,9316
16,17,2015-07-29,7622.8364127495215,7179
17,17,2015-07-30,7482.499943636169,7555
18,17,2015-07-31,7353.3521883097455,8430
0,18,2015-07-13,9772.489963600236,9887
1,18,2015-07-14,8442.038131828664,7632
2,18,2015-07-15,8568.29345990277,7933
3,18,2015-07-16,8276.483155580861,6887
4,18,2015-07-17,9104.889510594414,7660
5,18,2015-07-18,5449.768540459161,4677
6,18,2015-07-19,375.6645687588387,0
7,18,2015-07-20,7574.167347218727,6336
8,18,2015-07-21,6219.556487894448,5207
9,18,2015-07-22,6322.693275632726,5940
10,18,2015-07-23,6009.451387680428,6450
11,18,2015-07-24,6818.730479393629,6409
12,18,2015-07-25,5302.608275978211,4416
13,18,2015-07-26,215.4908297658185,0
14,18,2015-07-27,9560.409331964045,10055
15,18,2015-07-28,8200.877871238752,7704
16,18,2015-07-29,8303.450246416298,7833
17,18,2015-07-30,7994.108839345162,7361
18,18,2015-07-31,8811.741819575225,10071
0,19,2015-07-13,9679.249850477998,9689
1,19,2015-07-14,8671.45721629391,8545
2,19,2015-07-15,8323.654882341467,7485
3,19,2015-07-16,8309.518216784118,7328
4,19,2015-07-17,8634.31037036582,6384
5,19,2015-07-18,4883.907109354917,4795
6,19,2015-07-19,46.41730036915635,0
7,19,2015-07-20,7259.20413255214,6635
8,19,2015-07-21,6239.436253350271,5362
9,19,2015-07-22,5877.454310884925,4826
10,19,2015-07-23,5847.397760429982,5465
11,19,2015-07-24,6155.0490076870665,5330
12,19,2015-07-25,4894.5097297037,3562
13,19,2015-07-26,27.734710856098047,0
14,19,2015-07-27,9750.787210787053,8825
15,19,2015-07-28,8716.294881902868,7717
16,19,2015-07-29,8341.227967806173,7182
17,19,2015-07-30,8300.231963128084,8400
18,19,2015-07-31,8599.535752298918,8234
0,20,2015-07-13,10962.602141269479,10240
1,20,2015-07-14,10237.050239924729,10139
2,20,2015-07-15,10001.067436278141,8262
3,20,2015-07-16,10477.34810285971,9100
4,20,2015-07-17,9289.404964961092,8117
5,20,2015-07-18,6755.634493709128,5287
6,20,2015-07-19,502.52565179916417,0
7,20,2015-07-20,9755.693341956767,9384
8,20,2015-07-21,9008.662935222892,7759
9,20,2015-07-22,8751.394324194514,7264
10,20,2015-07-23,9207.116406855615,9262
11,20,2015-07-24,7999.856602908488,7988
12,20,2015-07-25,6819.986433830654,6588
13,20,2015-07-26,525.1454411920928,0
14,20,2015-07-27,11171.079422417737,11255
15,20,2015-07-28,10415.408942973258,10884
16,20,2015-07-29,10152.558580276349,10728
17,20,2015-07-30,10605.895532557943,12379
18,20,2015-07-31,9399.494743736052,9593
0,21,2015-07-13,8625.50250065263,8247
1,21,2015-07-14,7626.366027705627,6835
2,21,2015-07-15,7183.498067788118,6377
3,21,2015-07-16,7227.5301082997385,6018
4,21,2015-07-17,7677.434921119876,6745
5,21,2015-07-18,5803.254154212823,7524
6,21,2015-07-19,496.9648533494824,0
7,21,2015-07-20,5727.420010062639,4170
8,21,2015-07-21,4719.207524176142,3620
9,21,2015-07-22,4264.138529073468,4162
10,21,2015-07-23,4292.914544040377,4340
11,21,2015-07-24,4724.645031111978,4138
12,21,2015-07-25,5922.441080536097,5808
13,21,2015-07-26,585.4237244040153,0
14,21,2015-07-27,8901.5591535327,9657
15,21,2015-07-28,7868.05640602555,7948
16,21,2015-07-29,7386.313456287458,7337
17,21,2015-07-30,7387.461494735856,6985
18,21,2015-07-31,7791.060462837165,9515
0,22,2015-07-13,6580.448410255443,6828
1,22,2015-07-14,5975.792267587265,5027
2,22,2015-07-15,5753.1062274456235,4841
3,22,2015-07-16,5780.306691843932,4842
4,22,2015-07-17,6363.585177322768,5369
5,22,2015-07-18,4112.815039942782,3578
6,22,2015-07-19,334.7154467107162,0
7,22,2015-07-20,5223.949110825916,4675
8,22,2015-07-21,4609.592129730958,4487
9,22,2015-07-22,4374.507761764752,4058
10,22,2015-07-23,4386.888732845248,4390
11,22,2015-07-24,4953.260138965023,5221
12,22,2015-07-25,4236.638659088369,3540
13,22,2015-07-26,424.9576802492611,0
14,22,2015-07-27,6868.959990246934,7114
15,22,2015-07-28,6235.120445942771,5761
16,22,2015-07-29,5980.624157100391,5551
17,22,2015-07-30,5974.109645163054,5685
18,22,2015-07-31,6522.524113450337,6566
0,23,2015-07-13,8201.350731353858,8687
1,23,2015-07-14,6944.413264901654,7596
2,23,2015-07-15,6920.977149512452,5604
3,23,2015-07-16,6967.878798874765,5822
4,23,2015-07-17,7380.273230672779,5551
5,23,2015-07-18,5125.610688967988,4364
6,23,2015-07-19,315.62376778632296,0
7,23,2015-07-20,5899.139358639107,5729
8,23,2015-07-21,4626.779941925961,4089
9,23,2015-07-22,4584.664159623734,4364
10,23,2015-07-23,4610.097275451037,4311
11,23,2015-07-24,4998.784111270481,4483
12,23,2015-07-25,5188.376405120283,4191
13,23,2015-07-26,346.31373025278515,0
14,23,2015-07-27,8384.351001887002,8488
15,23,2015-07-28,7086.887079794268,5923
16,23,2015-07-29,7020.773057445122,6319
17,23,2015-07-30,7023.963900005899,5801
18,23,2015-07-31,7392.761475401562,7273
0,24,2015-07-13,14093.938218386307,13645
1,24,2015-07-14,12361.432370029284,11998
2,24,2015-07-15,12210.533883759928,11869
3,24,2015-07-16,11779.573134807033,10703
4,24,2015-07-17,12647.76917471937,9283
5,24,2015-07-18,8543.21060394253,7653
6,24,2015-07-19,403.5092903135015,0
7,24,2015-07-20,10627.650350571406,9362
8,24,2015-07-21,8875.236747274925,8227
9,24,2015-07-22,8701.879409858198,7706
10,24,2015-07-23,8246.564287315414,7534
11,24,2015-07-24,9089.240965366604,7692
12,24,2015-07-25,8522.041567616252,5916
13,24,2015-07-26,347.63400792469986,0
14,24,2015-07-27,14126.889336240372,13096
15,24,2015-07-28,12353.511903973726,11129
16,24,2015-07-29,12161.951373540016,10362
17,24,2015-07-30,11691.854196433265,11439
18,24,2015-07-31,12523.732985456552,14190
0,25,2015-07-13,14955.635867574998,11899
1,25,2015-07-14,13691.859892019274,12233
2,25,2015-07-15,12875.372239364598,12171
3,25,2015-07-16,13033.506160259183,12281
4,25,2015-07-17,13174.664865849372,9155
5,25,2015-07-18,9827.921650880351,7861
6,25,2015-07-19,344.77717985994525,0
7,25,2015-07-20,11982.60144103927,10493
8,25,2015-07-21,10683.670569030397,8718
9,25,2015-07-22,9830.611813079988,9047
10,25,2015-07-23,9951.62885445124,8323
11,25,2015-07-24,10056.042561464174,7165
12,25,2015-07-25,9719.221752585652,7285
13,25,2015-07-26,180.5121614441755,0
14,25,2015-07-27,14868.339011636728,11806
15,25,2015-07-28,13545.595157471733,10865
16,25,2015-07-29,12673.471816365038,10527
17,25,2015-07-30,12780.823057560507,11272
18,25,2015-07-31,12877.491347995274,14180
0,26,2015-07-13,10083.40213947678,10071
1,26,2015-07-14,8370.815804707201,8662
2,26,2015-07-15,8266.663282800739,7984
3,26,2015-07-16,8735.639583249927,7781
4,26,2015-07-17,8925.2877055777,7535
5,26,2015-07-18,6330.244077525005,5221
6,26,2015-07-19,345.2436424087008,0
7,26,2015-07-20,6990.814944520292,6417
8,26,2015-07-21,5259.140348559227,5237
9,26,2015-07-22,5134.84193161759,4332
10,26,2015-07-23,5583.107661116881,6204
11,26,2015-07-24,5751.99767981879,6003
12,26,2015-07-25,6293.257572380475,5568
13,26,2015-07-26,285.3753608973525,0
14,26,2015-07-27,10077.543531905314,11328
15,26,2015-07-28,8330.806735122693,7926
16,26,2015-07-29,8193.814239682162,7298
17,26,2015-07-30,8632.09969377753,7892
18,26,2015-07-31,8793.993536460357,7818
0,27,2015-07-13,15037.54813683865,12121
1,27,2015-07-14,13773.345810637189,13482
2,27,2015-07-15,12830.587328319274,10741
3,27,2015-07-16,12537.030861495905,11297
4,27,2015-07-17,12914.572112493586,8617
5,27,2015-07-18,8866.269556159137,7075
6,27,2015-07-19,661.8893141212953,0
7,27,2015-07-20,10552.815654702948,7437
8,27,2015-07-21,9249.09212068159,7727
9,27,2015-07-22,8266.263829656353,6789
10,27,2015-07-23,7933.051761489623,6749
11,27,2015-07-24,8272.333139027216,6382
12,27,2015-07-25,8704.53780967018,5120
13,27,2015-07-26,447.24988103139026,0
14,27,2015-07-27,14868.002831121594,12322
15,27,2015-07-28,13544.707675240476,10956
16,27,2015-07-29,12547.899920633634,10318
17,27,2015-07-30,12206.81439821706,10270
18,27,2015-07-31,12544.684484887166,13213
0,28,2015-07-13,7215.482572108072,7661
1,28,2015-07-14,6322.172784233066,6503
2,28,2015-07-15,5488.446870616603,6012
3,28,2015-07-16,5878.437880647882,5579
4,28,2015-07-17,5916.552684147399,4676
5,28,2015-07-18,2388.0873215205897,2132
6,28,2015-07-19,134.29156659154773,0
7,28,2015-07-20,5475.6446378905,4338
8,28,2015-07-21,4590.854123029907,3883
9,28,2015-07-22,3768.151952705731,3197
10,28,2015-07-23,4171.630443824897,3607
11,28,2015-07-24,4225.587415228454,3970
12,28,2015-07-25,2441.880698105516,1864
13,28,2015-07-26,212.237117423317,0
14,28,2015-07-27,7293.7984440357495,7392
15,28,2015-07-28,6431.125873804082,6001
16,28,2015-07-29,5631.375505705917,5547
17,28,2015-07-30,6058.175458502197,6210
18,28,2015-07-31,6135.325459512711,7301
0,29,2015-07-13,12538.558509607908,12305
1,29,2015-07-14,10652.220192376475,8504
2,29,2015-07-15,10310.516041865156,8383
3,29,2015-07-16,10028.61317434844,7603
4,29,2015-07-17,10436.616519717367,6526
5,29,2015-07-18,8410.041313487194,7534
6,29,2015-07-19,289.5445248844078,0
7,29,2015-07-20,9017.665000982694,7101
8,29,2015-07-21,7102.305033899036,6701
9,29,2015-07-22,6729.257182410952,5562
10,29,2015-07-23,6414.454742152579,5590
11,29,2015-07-24,6788.8241979803315,6419
12,29,2015-07-25,8383.932333113453,6084
13,29,2015-07-26,210.03490358551392,0
14,29,2015-07-27,12603.734786529525,11659
15,29,2015-07-28,10663.992632603331,8450
16,29,2015-07-29,10269.950733250611,7564
17,29,2015-07-30,9938.2050712868,8039
18,29,2015-07-31,10300.241203379815,9411
0,30,2015-07-13,5801.029287842719,5312
1,30,2015-07-14,5739.096311387221,5691
2,30,2015-07-15,4771.081906811428,4412
3,30,2015-07-16,5312.879985241805,4520
4,30,2015-07-17,4604.748250616903,3033
5,30,2015-07-18,4182.675533248611,3335
6,30,2015-07-19,154.1752825624565,0
7,30,2015-07-20,4339.405589748383,3405
8,30,2015-07-21,4266.7780904613055,3627
9,30,2015-07-22,3285.517233687017,3094
10,30,2015-07-23,3811.8294890484967,3364
11,30,2015-07-24,3086.339218599143,2722
12,30,2015-07-25,4262.227090932619,2513
13,30,2015-07-26,222.74320533692025,0
14,30,2015-07-27,5988.147280594443,5235
15,30,2015-07-28,5893.7193328909225,4925
16,30,2015-07-29,4891.05676238461,4551
17,30,2015-07-30,5396.823013913067,4881
18,30,2015-07-31,4652.0714863195235,4776
0,31,2015-07-13,7157.301620701652,7116
1,31,2015-07-14,6473.921793420904,6316
2,31,2015-07-15,6392.337076118529,6300
3,31,2015-07-16,6476.169912610371,6893
4,31,2015-07-17,7031.444809250264,6013
5,31,2015-07-18,5756.013541114931,5585
6,31,2015-07-19,299.33127777655466,0
7,31,2015-07-20,5649.936948467595,4902
8,31,2015-07-21,4963.160919276637,4128
9,31,2015-07-22,4875.35095860366,4553
10,31,2015-07-23,4950.371339469952,4683
11,31,2015-07-24,5494.561173716895,5856
12,31,2015-07-25,5870.833008489417,5403
13,31,2015-07-26,412.1860215668615,0
14,31,2015-07-27,7391.314540885113,8054
15,31,2015-07-28,6687.060550538447,5736
16,31,2015-07-29,6581.733874419747,5982
17,31,2015-07-30,6639.674559203768,6712
18,31,2015-07-31,7167.671033956072,7248
0,32,2015-07-13,6370.004245091497,6391
1,32,2015-07-14,5909.648051073275,5093
2,32,2015-07-15,5829.084887299061,6320
3,32,2015-07-16,5472.743987554889,4506
4,32,2015-07-17,5653.072813326649,4850
5,32,2015-07-18,3146.02702957808,2330
6,32,2015-07-19,581.4507155941999,0
7,32,2015-07-20,4982.3838738629975,4668
8,32,2015-07-21,4505.403276078227,3110
9,32,2015-07-22,4406.271776952754,3870
10,32,2015-07-23,4029.7010855939134,3528
11,32,2015-07-24,4188.445471584817,3416
12,32,2015-07-25,3257.7065951830527,2532
13,32,2015-07-26,660.4624484136314,0
14,32,2015-07-27,6653.947104402858,5947
15,32,2015-07-28,6154.718632854319,5679
16,32,2015-07-29,6033.639042623538,4869
17,32,2015-07-30,5635.726277303761,5779
18,32,2015-07-31,5774.017915377054,6395
0,33,2015-07-13,10852.380455651786,10305
1,33,2015-07-14,9788.489631991288,9447
2,33,2015-07-15,9457.874905794386,8467
3,33,2015-07-16,9277.20355537021,7498
4,33,2015-07-17,9741.0234351748,7163
5,33,2015-07-18,8992.61561756675,8695
6,33,2015-07-19,144.80664838616576,0
7,33,2015-07-20,8680.643938231477,7160
8,33,2015-07-21,7590.420782539369,6981
9,33,2015-07-22,7231.500379556014,6561
10,33,2015-07-23,7021.300846228196,6090
11,33,2015-07-24,7455.175713711263,6789
12,33,2015-07-25,8933.290212485615,7188
13,33,2015-07-26,43.272004582097225,0
14,33,2015-07-27,10830.334635383777,9866
15,33,2015-07-28,9718.175754576438,8268
16,33,2015-07-29,9340.925132272096,7028
17,33,2015-07-30,9116.636252301802,8146
18,33,2015-07-31,9541.190900214391,10789
0,34,2015-07-13,10679.377436214669,11688
1,34,2015-07-14,9564.00898045207,9846
2,34,2015-07-15,9182.392996498033,9781
3,34,2015-07-16,8987.381347079094,8960
4,34,2015-07-17,9167.944461345098,8251
5,34,2015-07-18,7952.7390823822825,8135
6,34,2015-07-19,0.0,0
7,34,2015-07-20,8430.318171263585,8104
8,34,2015-07-21,7313.4821866373095,6427
